Company,Area,Item,y2016,y2017,y2018,y2019
DAWSON CITY OF,Georgia,Commercial Volume,8121,8016,9985,9855
DAWSON CITY OF,Georgia,Industrial Volume,280217,306530,275028,262479
DCP OPERATING COMPANY LP,Louisiana,Industrial Volume,2207838,,,
DCP OPERATING COMPANY LP,New Mexico,Industrial Volume,829229,827888,981832,
DCP OPERATING COMPANY LP,Texas,Commercial Volume,47639,65227,24500198,145970
DCP OPERATING COMPANY LP,Texas,Industrial Volume,59775230,55390535,57892277,24174022
DCP OPERATING COMPANY LP,Texas,Electric Power Volume,46877916,24810515,21565639,71149217
DECATUR COUNTY INDUSTRIAL PARK,Georgia,Industrial Volume,60722,76588,82130,
DECATUR UTIL GAS DEPT,Alabama,Residential Volume,373509,343730,479357,420260
DECATUR UTIL GAS DEPT,Alabama,Commercial Volume,439521,431644,551020,464578
DECATUR UTIL GAS DEPT,Alabama,Industrial Volume,5513340,5554375,6039558,5978913
DEFUNIAK SPRINGS CITY OF,Florida,Residential Volume,10993,9797,11753,10481
DEFUNIAK SPRINGS CITY OF,Florida,Commercial Volume,161730,112535,90560,98314
DEKALB CHEROKEE COUNTIES,Alabama,Residential Volume,202437,197196,255741,232670
DEKALB CHEROKEE COUNTIES,Alabama,Commercial Volume,556593,342889,413518,407271
DEKALB CHEROKEE COUNTIES,Alabama,Industrial Volume,509785,731503,836667,794451
DEKALB CHEROKEE COUNTIES,Alabama,Vehicle Fuel Volume,7,,,
DEL RIO GAS CITY OF,Texas,Residential Volume,71467,68433,82022,
DEL RIO GAS CITY OF,Texas,Commercial Volume,100927,98906,111282,
DELCAMBRE TOWN OF,Louisiana,Residential Volume,4950,4442,8292,6979
DELCAMBRE TOWN OF,Louisiana,Commercial Volume,1587,1927,2133,2137
DELMARVA POWER AND LIGHT CO,Delaware,Residential Volume,7266502,7345298,8905593,8424651
DELMARVA POWER AND LIGHT CO,Delaware,Commercial Volume,7417307,7989641,8730234,8665335
DELMARVA POWER AND LIGHT CO,Delaware,Industrial Volume,2501970,2470452,2645307,2554275
DELMARVA POWER AND LIGHT CO,Delaware,Electric Power Volume,41066370,32275005,26284625,15174455
DELTA NATURAL GAS COMPANY,Kentucky,Residential Volume,1459069,1379847,1662192,1581577
DELTA NATURAL GAS COMPANY,Kentucky,Commercial Volume,1283490,1229571,1452252,1354100
DELTA NATURAL GAS COMPANY,Kentucky,Industrial Volume,5084988,4947036,5027836,5095737
DEMING GAS SYS,New Mexico,Residential Volume,196479,177695,179805,210542
DEMING GAS SYS,New Mexico,Commercial Volume,480160,283555,252183,291586
DEMING GAS SYS,New Mexico,Vehicle Fuel Volume,2297,4631,5374,
DENHAM SPRINGS CITY OF,Louisiana,Residential Volume,273035,192407,273374,271804
DENISON CITY OF,Kansas,Residential Volume,7219,7677,9328,10293
DENISON CITY OF,Kansas,Commercial Volume,512,463,632,747
DENVER CITY GAS SYSTEM,Texas,Residential Volume,49867,53190,58932,59461
DENVER CITY GAS SYSTEM,Texas,Commercial Volume,42644,40959,44848,53268
DEQUINCY GAS CO,Louisiana,Residential Volume,38391,39719,45837,41600
DEQUINCY GAS CO,Louisiana,Commercial Volume,15411,17368,17716,18224
DES ARC GAS COMPANY,Arkansas,Residential Volume,18350,18714,22906,21438
DES ARC GAS COMPANY,Arkansas,Commercial Volume,9586,9302,11656,12831
DES ARC GAS COMPANY,Arkansas,Industrial Volume,13856,14358,14501,11558
DESHLER MUNICIPAL UTILITIES,Ohio,Residential Volume,41433,43058,52204,49658
DESHLER MUNICIPAL UTILITIES,Ohio,Commercial Volume,19433,17391,22798,22504
DESHLER MUNICIPAL UTILITIES,Ohio,Industrial Volume,7749,7621,8986,7811
DESTIN PIPELINE COMPANY L L C,Mississippi,Industrial Volume,13163108,14693094,22386615,21959052
DEVALLS BLUFF NAT GAS SYS,Arkansas,Residential Volume,4105,4382,5883,4980
DEVALLS BLUFF NAT GAS SYS,Arkansas,Commercial Volume,1767,1626,2287,1426
DILLEY CITY OF,Texas,Residential Volume,,5834,4713,4713
DILLEY CITY OF,Texas,Commercial Volume,,8752,10997,10997
DISTRIGAS OF MASSACHUSETTS LTD,Massachusetts,Commercial Volume,9739035,7159920,8251283,
DISTRIGAS OF MASSACHUSETTS LTD,Massachusetts,Industrial Volume,1610633,1500728,692803,
DISTRIGAS OF MASSACHUSETTS LTD,Massachusetts,Electric Power Volume,52616374,50382779,28964442,
DIVERNON VILLAGE OF,Illinois,Residential Volume,56841,42607,52105,56949
DIVERNON VILLAGE OF,Illinois,Commercial Volume,5894,7783,6098,7115
DIVERNON VILLAGE OF,Illinois,Industrial Volume,30106,18348,7891,53688
DOERUN CITY OF,Georgia,Residential Volume,5695,5788,4456,3819
DOERUN CITY OF,Georgia,Commercial Volume,745,760,316,265
DOERUN CITY OF,Georgia,Industrial Volume,41379,42320,34893,39362
DOMINION CAROLINA GAS TRANSMISSION,South Carolina,Commercial Volume,52205,44528,51979,38587
DOMINION CAROLINA GAS TRANSMISSION,South Carolina,Industrial Volume,30969538,32658325,34906925,35994593
DOMINION CAROLINA GAS TRANSMISSION,South Carolina,Electric Power Volume,47086892,54315302,55050664,62462277
DOMINION COVE POINT LNG LP,Maryland,Electric Power Volume,,25500097,28602644,27978221
DOMINION COVE POINT LNG LP,Virginia,Electric Power Volume,23548384,20555376,25179880,19040721
DOMINION ENERGY SOUTH CAROLINA INC,South Carolina,Residential Volume,12059161,10978120,13711760,12867461
DOMINION ENERGY SOUTH CAROLINA INC,South Carolina,Commercial Volume,13828268,13558165,14407511,14770267
DOMINION ENERGY SOUTH CAROLINA INC,South Carolina,Industrial Volume,20473419,22218705,23317472,22647963
DOMINION ENERGY SOUTH CAROLINA INC,South Carolina,Electric Power Volume,60796280,63091020,72735124,90677582
DOMINION TRANSMISSION INCORPORATED,Maryland,Electric Power Volume,3733721,1103311,1080080,1264277
DOMINION TRANSMISSION INCORPORATED,New York,Electric Power Volume,17581033,14646382,16169606,14757735
DOMINION TRANSMISSION INCORPORATED,Ohio,Electric Power Volume,25326371,24125643,26660215,28337596
DOMINION TRANSMISSION INCORPORATED,Pennsylvania,Electric Power Volume,42803656,41558811,32736619,49050663
DOMINION TRANSMISSION INCORPORATED,Virginia,Electric Power Volume,,21622226,32157694,26766596
DOMINION TRANSMISSION INCORPORATED,West Virginia,Electric Power Volume,4739226,6009359,6774046,8959459
DONALDSONVILLE CITY OF,Louisiana,Residential Volume,51878,47230,54299,51704
DONALDSONVILLE CITY OF,Louisiana,Commercial Volume,21697,20351,24581,21373
DONALDSONVILLE CITY OF,Louisiana,Industrial Volume,8452,7269,6466,5877
DONALSONVILLE CITY OF,Georgia,Residential Volume,11575,11420,11176,11126
DONALSONVILLE CITY OF,Georgia,Commercial Volume,0,,,
DONALSONVILLE CITY OF,Georgia,Industrial Volume,30957,27798,25890,30552
DOOLEYS NATURAL GAS,Minnesota,Residential Volume,89464,90014,103949,112481
DOOLEYS NATURAL GAS,Minnesota,Commercial Volume,51649,50165,60355,66104
DOOLEYS NATURAL GAS,Minnesota,Industrial Volume,766648,831113,789848,901448
DORA GAS BD,Alabama,Residential Volume,20137,17098,20650,18058
DORA GAS BD,Alabama,Commercial Volume,3505,3264,5058,4257
DOUGLAS GAS SYS,Georgia,Residential Volume,18761,16003,17021,15118
DOUGLAS GAS SYS,Georgia,Commercial Volume,57207,64718,65891,65813
DOUGLAS GAS SYS,Georgia,Industrial Volume,609609,672240,715443,703434
DOW INTERSTATE GAS CO,Louisiana,Industrial Volume,35374561,25156718,21569282,24627747
DOW PIPELINE COMPANY,Texas,Industrial Volume,83796341,87297305,110184116,107240211
DRAKESBORO NAT GAS,Kentucky,Residential Volume,37625,39123,,
DRUMRIGHT GAS AUTHORITY,Oklahoma,Residential Volume,41081,39126,47682,53890
DRUMRIGHT GAS AUTHORITY,Oklahoma,Commercial Volume,35480,29806,35797,34551
DRUMRIGHT GAS AUTHORITY,Oklahoma,Industrial Volume,930,789,1278,1221
DRUMRIGHT GAS AUTHORITY,Oklahoma,Other Volume,0,,,
DTE GAS COMPANY,Michigan,Residential Volume,106658243,107215857,119007551,120257754
DTE GAS COMPANY,Michigan,Commercial Volume,64849840,65445472,72389282,72462985
DTE GAS COMPANY,Michigan,Industrial Volume,58511701,59141894,64945684,65233913
DTE GAS COMPANY,Michigan,Electric Power Volume,63642179,48204214,61158061,61322642
DUBLIN CITY OF,Georgia,Residential Volume,55831,52362,63870,57746
DUBLIN CITY OF,Georgia,Commercial Volume,130084,126529,143307,138719
DUBLIN CITY OF,Georgia,Industrial Volume,1277377,2030500,2283034,2028876
DUCK HILL NAT GAS SYS,Mississippi,Residential Volume,36186,21228,29312,29018
DUCK HILL NAT GAS SYS,Mississippi,Commercial Volume,1332,1421,1603,2071
DUCK HILL NAT GAS SYS,Mississippi,Industrial Volume,21909,14221,10939,10254
DUKE ENERGY KENTUCKY,Kentucky,Residential Volume,5410586,5273272,6350460,6076554
DUKE ENERGY KENTUCKY,Kentucky,Commercial Volume,4178528,4108935,4936678,4743631
DUKE ENERGY KENTUCKY,Kentucky,Industrial Volume,2831350,2846371,3023139,3263859
DUKE ENERGY OHIO,Ohio,Residential Volume,26893900,26188999,30775543,29657361
DUKE ENERGY OHIO,Ohio,Commercial Volume,22153102,22451741,25181855,24974944
DUKE ENERGY OHIO,Ohio,Industrial Volume,20012682,19475258,20000894,19580113
DUKE ENERGY OHIO,Ohio,Electric Power Volume,390340,590260,582318,729510
DULUTH CITY OF,Minnesota,Residential Volume,2662352,2827409,2973670,3088485
DULUTH CITY OF,Minnesota,Commercial Volume,1805728,2298475,2531797,2788716
DULUTH CITY OF,Minnesota,Industrial Volume,321243,372799,381605,387098
DUMAS CITY OF,Texas,Residential Volume,218602,235247,322232,279639
DUMAS CITY OF,Texas,Commercial Volume,192447,188025,208851,185919
DUNLAP NAT GAS SYS,Tennessee,Residential Volume,55058,52863,72017,63247
DUNLAP NAT GAS SYS,Tennessee,Commercial Volume,44487,42993,55929,48171
DUNLAP NAT GAS SYS,Tennessee,Industrial Volume,10907,13637,20637,18582
DUPO VILLAGE OF,Illinois,Residential Volume,63891,55888,74661,73003
DUPO VILLAGE OF,Illinois,Commercial Volume,33443,31559,43000,39807
DUPO VILLAGE OF,Illinois,Industrial Volume,5506,5089,9211,8118
DYERSBURG GAS SYSTEM,Tennessee,Residential Volume,298063,291584,397343,353193
DYERSBURG GAS SYSTEM,Tennessee,Commercial Volume,186618,195025,264530,247134
DYERSBURG GAS SYSTEM,Tennessee,Industrial Volume,362329,379215,411068,388096
EAGLE BENDCLARISSA GAS UTIL,Minnesota,Residential Volume,32956,37463,42719,46851
EAGLE BENDCLARISSA GAS UTIL,Minnesota,Commercial Volume,68975,84653,81501,85033
EAST CENTRAL ALABAMA GAS DISTRICT,Alabama,Residential Volume,95828,88907,115123,103534
EAST CENTRAL ALABAMA GAS DISTRICT,Alabama,Commercial Volume,101753,104899,123249,125135
EAST CENTRAL ALABAMA GAS DISTRICT,Alabama,Industrial Volume,146510,128185,144572,155134
EAST CENTRAL ALABAMA GAS DISTRICT,Alabama,Vehicle Fuel Volume,2781,,,
EAST CENTRAL OKLAHOMA GAS AUTH,Oklahoma,Residential Volume,14759,13003,19627,19623
EAST CENTRAL OKLAHOMA GAS AUTH,Oklahoma,Commercial Volume,6948,6246,8547,8505
EAST OHIO GAS COMP DOMINION EAST OH,Ohio,Residential Volume,99088562,99782365,116209691,109765214
EAST OHIO GAS COMP DOMINION EAST OH,Ohio,Commercial Volume,52689693,54076221,62738836,60155222
EAST OHIO GAS COMP DOMINION EAST OH,Ohio,Industrial Volume,97336221,101738588,103316905,94459925
EAST OHIO GAS COMP DOMINION EAST OH,Ohio,Electric Power Volume,22110720,25855221,49352009,71555285
EAST OHIO GAS COMP DOMINION EAST OH,Ohio,Vehicle Fuel Volume,290826,367574,358133,404644
EAST TENNESSEE NATURAL GAS LLC,Georgia,Electric Power Volume,43937354,25487138,7774332,5559574
EAST TENNESSEE NATURAL GAS LLC,Tennessee,Industrial Volume,26280522,36398167,43708026,47573690
EAST TENNESSEE NATURAL GAS LLC,Tennessee,Electric Power Volume,37278798,35998586,33417916,34822669
EAST TENNESSEE NATURAL GAS LLC,Virginia,Industrial Volume,89876,94128,110048,118876
EAST TENNESSEE NATURAL GAS LLC,Virginia,Electric Power Volume,4412507,3841561,7571379,5145463
EASTERN NAT GAS,Ohio,Residential Volume,520430,525953,597228,624010
EASTERN NAT GAS,Ohio,Commercial Volume,185836,166719,208086,227291
EASTERN NEW MEXICO NAT GAS,New Mexico,Residential Volume,37991,32888,40680,41734
EASTERN NEW MEXICO NAT GAS,New Mexico,Commercial Volume,27351,23227,30527,30383
EASTERN NEW MEXICO NAT GAS,New Mexico,Industrial Volume,378,,535,2251
EASTERN SHORE NATURAL GAS CO,Delaware,Commercial Volume,2886705,3347667,4395163,4447921
EASTERN SHORE NATURAL GAS CO,Delaware,Industrial Volume,25784942,24258280,24817410,27956893
EASTERN SHORE NATURAL GAS CO,Delaware,Electric Power Volume,13374785,12971283,4252509,12739236
EASTERN SHORE NATURAL GAS CO,Maryland,Commercial Volume,1222665,2213292,2046653,2384271
EASTERN SHORE NATURAL GAS CO,Maryland,Industrial Volume,1107498,1104274,992946,2177816
EASTON GAS SYS CITY OF,Texas,Residential Volume,6968,6432,8381,6972
EASTON GAS SYS CITY OF,Texas,Commercial Volume,,,2167,5989
EASTON UTILITIES COMMISSION,Maryland,Residential Volume,205538,208996,251688,229862
EASTON UTILITIES COMMISSION,Maryland,Commercial Volume,278364,278958,317317,296867
EASTON UTILITIES COMMISSION,Maryland,Vehicle Fuel Volume,54,64,51,32
EATONTON CITY OF,Georgia,Residential Volume,48511,45721,58555,53794
EATONTON CITY OF,Georgia,Commercial Volume,51530,53000,58102,56460
EATONTON CITY OF,Georgia,Industrial Volume,16676,10897,12508,8398
EDINBURG MUN GAS SYSTEM,Illinois,Residential Volume,29918,28391,35066,35472
EDINBURG MUN GAS SYSTEM,Illinois,Commercial Volume,8582,7901,11023,12011
EDISON CITY OF,Georgia,Residential Volume,3574,4071,3989,4201
EDISON CITY OF,Georgia,Commercial Volume,3674,3685,3597,3651
EDISON CITY OF,Georgia,Industrial Volume,26029,27175,26125,24760
EDMONTON CITY OF,Kentucky,Residential Volume,34433,34699,41223,42213
EDMONTON CITY OF,Kentucky,Commercial Volume,20581,22842,34805,39605
EDMONTON CITY OF,Kentucky,Industrial Volume,48022,40938,39799,61814
EL PASO NATURAL GAS COMPANY LLC,Arizona,Industrial Volume,5377623,5218536,5867003,6430938
EL PASO NATURAL GAS COMPANY LLC,Arizona,Electric Power Volume,177372146,160173555,195012572,210354866
EL PASO NATURAL GAS COMPANY LLC,New Mexico,Industrial Volume,376304,275271,1117539,848738
EL PASO NATURAL GAS COMPANY LLC,New Mexico,Electric Power Volume,46684327,46530682,60914041,65291792
EL PASO NATURAL GAS COMPANY LLC,Texas,Industrial Volume,2621377,2926162,5420857,6143596
EL PASO NATURAL GAS COMPANY LLC,Texas,Electric Power Volume,45534716,50902490,81213375,79247634
ELBA EXPRESS,Georgia,Industrial Volume,,0,,
ELBA EXPRESS,Georgia,Electric Power Volume,234880,24241811,33858396,34936007
ELBERTON UTILITIES  NAT GAS DIV,Georgia,Residential Volume,137539,135137,155807,142188
ELBERTON UTILITIES  NAT GAS DIV,Georgia,Commercial Volume,98461,97224,116947,113942
ELBERTON UTILITIES  NAT GAS DIV,Georgia,Industrial Volume,121674,100274,110180,126162
ELDORADO CITY OF,Texas,Residential Volume,24088,24139,35953,20400
ELDORADO CITY OF,Texas,Commercial Volume,9313,10517,15094,13310
ELDORADO CITY OF,Texas,Industrial Volume,,7585,11612,8079
ELIZABETHTOWN CITY OF,Kentucky,Residential Volume,480132,439658,530260,477382
ELIZABETHTOWN CITY OF,Kentucky,Commercial Volume,506750,434991,558044,530432
ELIZABETHTOWN CITY OF,Kentucky,Industrial Volume,1039742,868065,871708,980248
ELK RIVER PUBLIC UTILITY DISTRICT,Tennessee,Residential Volume,586959,573007,769925,707149
ELK RIVER PUBLIC UTILITY DISTRICT,Tennessee,Commercial Volume,1075900,1019377,1237197,1155594
ELK RIVER PUBLIC UTILITY DISTRICT,Tennessee,Industrial Volume,774747,751012,852390,838583
ELK RIVER PUBLIC UTILITY DISTRICT,Tennessee,Vehicle Fuel Volume,419,,,
ELLENSBURG CITY OF,Washington,Residential Volume,206742,256727,224958,257651
ELLENSBURG CITY OF,Washington,Commercial Volume,460735,537303,476623,525059
ELLENSBURG CITY OF,Washington,Industrial Volume,22329,23744,26531,28691
EMKEY GATHERING LLC,Pennsylvania,Residential Volume,,,,517
EMKEY GATHERING LLC,Pennsylvania,Commercial Volume,,,,19821
EMMETSBURG MUNICIPAL UTILITIES,Iowa,Residential Volume,95624,98412,115293,114835
EMMETSBURG MUNICIPAL UTILITIES,Iowa,Commercial Volume,101100,95257,94464,102230
EMMETSBURG MUNICIPAL UTILITIES,Iowa,Industrial Volume,5596,16271,25712,18345
EMPIRE DISTRICT GAS,Missouri,Residential Volume,2149613,2092206,2672425,2595385
EMPIRE DISTRICT GAS,Missouri,Commercial Volume,1803052,1891130,2231142,2239060
EMPIRE DISTRICT GAS,Missouri,Industrial Volume,3395582,3411003,3329933,3211622
EMPIRE DISTRICT GAS,Missouri,Electric Power Volume,4938,8112,33331,60911
EMPIRE PIPELINE INC,New York,Industrial Volume,132778,194294,229667,241776
EMPIRE PIPELINE INC,New York,Electric Power Volume,34239940,33254694,40204727,37249864
EMW GAS ASSN,New Mexico,Residential Volume,314177,297509,307086,306730
EMW GAS ASSN,New Mexico,Commercial Volume,165718,152062,147495,178007
EMW GAS ASSN,New Mexico,Industrial Volume,68122,69989,65167,74547
EMW GAS ASSN,New Mexico,Vehicle Fuel Volume,107,,,0
ENABLE GAS TRANSMISSION LLC,Arkansas,Commercial Volume,5139751,5016450,5263471,5654660
ENABLE GAS TRANSMISSION LLC,Arkansas,Industrial Volume,55872171,58922094,62557547,62047807
ENABLE GAS TRANSMISSION LLC,Arkansas,Electric Power Volume,44866864,43986787,60109632,60262889
ENABLE GAS TRANSMISSION LLC,Louisiana,Commercial Volume,1499537,1514938,1581346,1714247
ENABLE GAS TRANSMISSION LLC,Louisiana,Industrial Volume,9650046,9449555,8563849,8685932
ENABLE GAS TRANSMISSION LLC,Louisiana,Electric Power Volume,19029285,17802973,17316086,16732983
ENABLE GAS TRANSMISSION LLC,Oklahoma,Commercial Volume,1596137,1545804,1791088,2154096
ENABLE GAS TRANSMISSION LLC,Oklahoma,Industrial Volume,4702954,4800169,4852653,4794919
ENABLE GAS TRANSMISSION LLC,Oklahoma,Electric Power Volume,16363642,22376276,19820980,22246762
ENABLE GAS TRANSMISSION LLC,Texas,Commercial Volume,301761,300417,387206,344318
ENABLE GAS TRANSMISSION LLC,Texas,Industrial Volume,6491332,6305576,7096601,7755960
ENABLE GAS TRANSMISSION LLC,Texas,Electric Power Volume,5456067,4486716,5646420,5715155
ENABLE GATHERING AND PROCESSING,Oklahoma,Residential Volume,,,97,49
ENABLE GATHERING AND PROCESSING,Oklahoma,Industrial Volume,,,429,326
ENABLE ILLINOIS INTRASTATE TRANS,Illinois,Industrial Volume,167641,717204,,
ENABLE MS RIVER TRANSMISSION,Arkansas,Industrial Volume,8269898,8798694,9390800,8690240
ENABLE MS RIVER TRANSMISSION,Missouri,Industrial Volume,3961783,4084851,4308948,4099568
ENABLE MS RIVER TRANSMISSION,Missouri,Electric Power Volume,493526,500264,1040337,347317
ENABLE OKLAHOMA INTRASTATE TRANS LLC,Oklahoma,Residential Volume,759,1359,,
ENABLE OKLAHOMA INTRASTATE TRANS LLC,Oklahoma,Commercial Volume,0,,,
ENABLE OKLAHOMA INTRASTATE TRANS LLC,Oklahoma,Industrial Volume,12166759,9866351,5418159,5330279
ENABLE OKLAHOMA INTRASTATE TRANS LLC,Oklahoma,Electric Power Volume,166022876,131683261,185486208,228866387
ENBRIDGE G&P EAST TEXAS LP,Texas,Industrial Volume,4730394,4094767,4085230,1985120
ENBRIDGE PIPELINES TX INTRASTATE LP,Texas,Industrial Volume,78568,,,
ENERGY TRANSFER FUEL LP,Texas,Electric Power Volume,56808803,36317241,48568423,56643434
ENERGY WEST INC,Montana,Residential Volume,1826572,2042940,2215671,2347574
ENERGY WEST INC,Montana,Commercial Volume,1717790,1883573,2021604,2184116
ENERGY WEST INC,Montana,Industrial Volume,2718536,2830173,2682563,2710560
ENERGY WEST WEST YELLOWSTONE,Montana,Residential Volume,20673,22215,21886,23368
ENERGY WEST WEST YELLOWSTONE,Montana,Commercial Volume,78977,82075,84970,88272
ENFIELD MUNICIPAL GAS SYSTEM,Illinois,Residential Volume,15362,13600,17504,15985
ENFIELD MUNICIPAL GAS SYSTEM,Illinois,Commercial Volume,6164,7005,5693,7678
ENGLEWOOD GAS,Tennessee,Residential Volume,10507,9264,12810,13050
ENGLEWOOD GAS,Tennessee,Commercial Volume,1914,548,1560,1483
ENLINK LIG LLC,Louisiana,Commercial Volume,,,2840769,639301
ENLINK LIG LLC,Louisiana,Industrial Volume,107183491,131056088,123043126,125124070
ENLINK LIG LLC,Louisiana,Electric Power Volume,750617,1527449,2299187,694715
ENLINK TUSCALOOSA LLC,Louisiana,Industrial Volume,408706,464520,485579,505312
ENSTAR NAT GAS,Alaska,Residential Volume,17414196,19875648,18222071,17581815
ENSTAR NAT GAS,Alaska,Commercial Volume,11955037,13562160,12502379,12100522
ENSTAR NAT GAS,Alaska,Industrial Volume,,,,13198
ENSTAR NAT GAS,Alaska,Electric Power Volume,24623626,23717950,21994184,21699635
ENTERGY LOUISIANA LLC,Louisiana,Residential Volume,3235821,2892621,3883462,3692074
ENTERGY LOUISIANA LLC,Louisiana,Commercial Volume,2711901,2691046,2880706,2953191
ENTERGY LOUISIANA LLC,Louisiana,Industrial Volume,412696,501746,544663,527159
ENTERGY LOUISIANA LLC,Louisiana,Vehicle Fuel Volume,129421,141208,142901,139815
ENTERGY NEW ORLEANS INC,Louisiana,Residential Volume,3304112,3006610,3956246,3718564
ENTERGY NEW ORLEANS INC,Louisiana,Commercial Volume,5663190,5692610,6271479,6375154
ENTERGY NEW ORLEANS INC,Louisiana,Industrial Volume,1290488,1199776,1132197,1183038
ENTERGY NEW ORLEANS INC,Louisiana,Electric Power Volume,261629,,,
ENTERGY NEW ORLEANS INC,Louisiana,Vehicle Fuel Volume,203105,222637,251085,237695
ENTERPRISE INTRASTATE LLC,Texas,Industrial Volume,131257714,137530693,149905717,151080300
